Organization Id,Name,Country,Founded,Industry,Number of employees
"51824cbbcdc8E7b","Norris Inc","Vanuatu","2013","Venture Capital / VC","1468"
"aDa04aA09a4bbBA","Mora-Chen","Nauru","1970","Logistics / Procurement","5653"
"c1Cf757D4AfaafA","Watson, Parks and Norris","Vietnam","2010","Dairy","4680"
"EFB668A2CfCabD9","Tyler-Bauer","Myanmar","1981","Hospitality","4422"
"88BdCAbe8CD1D49","Foster Ltd","Suriname","2020","International Affairs","4140"
"2804ab3d7B2deec","Kim, Washington and Caldwell","Sao Tome and Principe","1970","Sporting Goods","5360"
"a848fc42C56BF68","Hicks-Benson","Chile","1984","Facilities Services","2237"
"9722db4707619aa","Barry, Turner and Frazier","Northern Mariana Islands","1973","Staffing / Recruiting","6249"
"35C5122BF5ac433","Blevins, Duncan and Patton","Tanzania","1973","Alternative Dispute Resolution","7641"
"De4A03EC91E8232","Blair PLC","Suriname","1985","Restaurants","1203"
"aD662FfFDFE4C03","Herrera-Kemp","Aruba","2013","Legislative Office","6848"
"7e5AEc0306c5570","Ortiz, Horton and Rush","Malawi","2007","Textiles","8134"
"7EE1fE897ccd23E","Best-Harvey","Saint Helena","2022","Ranching","6702"
"6A1651db473D792","Hammond LLC","Poland","1971","International Affairs","3178"
"D8CEE5dfbA86B12","Mckinney, Wilcox and Garner","Mauritania","2003","Printing","7830"
"fEbd765cfbA6D3c","Blackburn Group","New Caledonia","1992","Civic / Social Organization","9895"
"3BbD119C85D9B49","Choi-Vazquez","Bosnia and Herzegovina","2019","Venture Capital / VC","8174"
"09EE7E46eC87b7d","Garza Ltd","Gambia","1986","Government Relations","4822"
"A19e979b9aaecaB","Daniel, Crosby and Lutz","Micronesia","1983","Real Estate / Mortgage","596"
"72404B919fADE4b","Acevedo PLC","Singapore","2008","Computer Software / Engineering","3209"
"13bfc21bbF10fAB","Compton, Potter and Liu","Kiribati","1986","Alternative Medicine","2486"
"1CF41F9Ec33F7E7","Dickson LLC","Tajikistan","2018","Construction","9493"
"01B6F22Bb3afcb0","Gibbs-Greene","Guadeloupe","1994","Supermarkets","8791"
"53E1Cc498ab0Bf4","Ford Group","Finland","1976","Paper / Forest Products","4879"
"F99FF4581cCC8B4","Sharp-Murphy","Kiribati","1970","Education Management","8382"
"3EA1eD405A7aEed","Campbell, Summers and Suarez","New Caledonia","1970","Defense / Space","4145"
"F0B97Cfe7AfC47f","Griffin-Doyle","Nauru","1990","Telecommunications","6154"
"a1D3b1bABC5f7DF","Bradley Ltd","Luxembourg","1995","Hospitality","759"
"c7EBd49177fbC2f","Calderon-Ramirez","Guinea","1992","Computer Networking","8384"
"E5AfD67Ab5ca26d","Myers-Pearson","Cote d'Ivoire","1980","Glass / Ceramics / Concrete","6340"
"4A517FF6971A69b","Harris, Williams and Li","French Polynesia","1981","Translation / Localization","6974"
"CECE6CB14cf19D9","Warren and Sons","Italy","2022","Research Industry","3690"
"bee8F53974dEA2f","Copeland-Johnston","Burkina Faso","1979","Venture Capital / VC","5189"
"e83430EbEeae247","Snow-Hendrix","Andorra","2005","Photography","1715"
"A6ab48e73Ec1c3D","Finley, White and Ali","Singapore","1982","Non - Profit / Volunteering","1009"
"EAb86E2a11542d0","Bond, Sparks and Carr","Colombia","2022","Apparel / Fashion","8127"
"Bee37a1e28EB9dE","Bailey-Lawson","Finland","2014","Security / Investigations","8731"
"B5FFD211D1FF98c","Velasquez, Bradshaw and Morrison","Serbia","1981","Warehousing","1375"
"1BcCaBE73d489Bd","Ewing, Oconnor and Fitzpatrick","Italy","1994","Medical Equipment","409"
"EF21c9060Fec432","Griffin-Figueroa","Grenada","2007","Architecture / Planning","2343"
"D88e7350d002b91","Mendez PLC","Bermuda","1989","Nanotechnology","6216"
"86b19D3bBCe7E22","Dorsey, Crawford and Benson","Dominican Republic","1987","Luxury Goods / Jewelry","5909"
"9fFD6FCf4D09ecd","Cline Inc","Gibraltar","1977","Gambling / Casinos","3270"
"740e07200FE0015","Andersen-Gentry","Honduras","1974","Market Research","2088"
"30CE0ec5eAe19BC","Zamora LLC","Romania","1987","Sporting Goods","1955"
"eCb8C80BcCcd3d6","Juarez, Moyer and Wu","Cameroon","1979","Recreational Facilities / Services","2211"
"FEA7cEBeccAEBAf","Bradford, Wilson and Marquez","Georgia","2017","Law Practice / Law Firms","8343"
"A3588caA40dba7A","Walter LLC","Faroe Islands","1980","Industrial Automation","8433"
"9b5dBAD59d897aa","Wang, Bates and Moses","Equatorial Guinea","2015","Professional Training","817"
"06dd5922aaF96b3","Banks-Robinson","Estonia","2020","Fishery","9028"
"D05B2fFDCAab6b1","Burns, Cabrera and Caldwell","Oman","1980","Leisure / Travel","3890"
"35e356E3Ade8aF1","Jimenez, Pena and Franklin","Mongolia","2000","Restaurants","3516"
"Ea043021B90017a","Glass-White","Burkina Faso","2010","Banking / Mortgage","8647"
"E7Bda2E4EccBFa8","Mcdonald PLC","Seychelles","1982","Animation","7969"
"a3bfaB5968fdE7F","Melton, Black and Shields","Norfolk Island","1994","Government Relations","3334"
"95beee20e9952E6","Irwin PLC","Japan","2001","Electrical / Electronic Manufacturing","7874"
"D7f319e5E07203b","Thomas-Orr","Sudan","1974","Machinery","4017"
"89BA42cC1EAD2Ef","Archer, Zuniga and Heath","Macao","1990","Computer Software / Engineering","8203"
"FFFCffeF9DcdfE8","Mcgee Inc","United States of America","1973","Newspapers / Journalism","8693"
"0e874E1CDaEFF94","Becker LLC","Reunion","1981","Events Services","4856"
"4Ed54ECc7eb89A7","Compton Ltd","Suriname","1982","Graphic Design / Web Design","9466"
"ACA9c70f84762dc","Larson, Duffy and Morrison","Swaziland","1976","Insurance","2460"
"6eFaD7af6FdFf3F","Liu PLC","Cuba","1990","Consumer Goods","638"
"c9eb37dFa0AC6Cc","Powers-Glass","Dominican Republic","1982","Packaging / Containers","8548"
"AEa14E82ae7bbad","Shaw PLC","Tonga","1991","Apparel / Fashion","9137"
"e57e35E77ebfbF2","Carroll-Roberson","Turks and Caicos Islands","1977","Utilities","7541"
"C3e89cD43cB5753","Morrison Group","Mauritania","1975","Transportation","1924"
"c9806b1dc0A02a9","Bernard, Le and Wright","Dominican Republic","2009","Political Organization","5394"
"AdeE8E9Ea25c8CF","Waller-Hobbs","Cambodia","1997","Law Practice / Law Firms","6844"
"E6B0296d660AFb8","Johnston LLC","Luxembourg","2017","Industrial Automation","8626"
"e36d04952027D0c","Nichols Inc","Albania","1989","Investment Banking / Venture","939"
"A5B99AfECEC21F0","Chen LLC","Germany","2001","Broadcast Media","5512"
"4fc3CCfcCA4bA09","Stafford, Rosales and Boyd","Kenya","2001","Alternative Medicine","3282"
"67e96b7495dA7ff","Walters Inc","Angola","1981","International Trade / Development","5436"
"8f68071AbdCEDa9","Sampson Group","Benin","2001","Animation","4503"
"dFb1CCBAe2a94dC","Carroll-Coleman","Guyana","1997","Nanotechnology","9588"
"AaE9fec037A4BAE","Lara-Page","Australia","1977","Package / Freight Delivery","9398"
"6CDC99eB1DF9c74","Finley Ltd","Guinea","2014","Medical Practice","9149"
"9f71C92a84e6742","Mccullough-Obrien","Guinea-Bissau","1986","Venture Capital / VC","5993"
"78dC1Abf41fb25b","Rich, Preston and Murphy","Micronesia","2022","Electrical / Electronic Manufacturing","465"
"a2EeC6D0b7A68bd","Fernandez, Mata and Colon","France","2022","Business Supplies / Equipment","2103"
"E3baF62c34cc9BE","Lowery LLC","Montenegro","1987","Think Tanks","8583"
"07F48107Abf921F","Mcdaniel, Henson and Whitehead","Puerto Rico","1976","Education Management","8823"
"bC8ADf8B7D98AB8","Ferguson-Morrison","Saint Lucia","2006","Nanotechnology","1836"
"C7a42d0b8A8BBfc","Mosley, Harrell and Moss","Turkmenistan","1974","Farming","1105"
"b0A6B09a9cA79F5","Shaw, Strong and Madden","Faroe Islands","2001","Photography","5252"
"aDFf8eA515DA2cF","Khan, Porter and Randall","New Caledonia","1980","Ranching","9479"
"7111cbB184Fdaf3","Hamilton, Bender and Mcclure","American Samoa","1980","Program Development","9849"
"CFe9eE1ECCc94dD","Melendez-Lane","Comoros","2013","Dairy","2347"
"92d91c270CCDb00","Matthews PLC","Northern Mariana Islands","1975","Non - Profit / Volunteering","7334"
"11aAa5c38fEf1C6","Spencer, Becker and Chan","Kazakhstan","2001","Investment Management / Hedge Fund / Private Equity","3178"
"e4A4808FF2e9DDd","Sandoval-Odom","Singapore","2020","Investment Management / Hedge Fund / Private Equity","1326"
"C7fcd3b8325b7bc","Garcia-Molina","Germany","1996","Computer Games","4459"
"12d0FE3cF6EaA54","Rose-Shields","Cook Islands","1984","Facilities Services","747"
"39E35A7BA86DB4a","Singleton Group","Nauru","2022","Museums / Institutions","7281"
"23fed008834AdC4","Valentine-Jackson","Moldova","2018","Financial Services","3802"
"6dCd50f838532f1","Morse LLC","Somalia","2010","Electrical / Electronic Manufacturing","8738"
"f5cEfcd1e69eaa0","Villa Ltd","Niue","2016","Music","902"
"F7CE50F3FdBf3BD","Phelps Group","United States Virgin Islands","2007","Government Administration","4023"
"fe0E71c7cbFf6B1","Trevino-Garcia","Thailand","1973","Venture Capital / VC","9727"
"b0DA2c0941Fdad3","Brennan Group","Puerto Rico","1974","Outsourcing / Offshoring","4157"
"67b4a4ccCdeFeBB","Lin Ltd","Guatemala","1997","Primary / Secondary Education","7572"
"BACcDB58745CA27","Walton PLC","Macao","1975","Accounting","924"
"e6F0557dFfFD28e","Boyle-Rivas","Mexico","1998","E - Learning","316"
"B1FE3FD93B8def5","Cervantes-Rojas","Iraq","1996","Medical Equipment","9923"
"f1B699AED467015","Kirk-Arroyo","Hong Kong","2001","Civil Engineering","6259"
"24dD62c6654BcBA","Hardin-Morrison","South Africa","2001","Venture Capital / VC","5367"
"CA7d59cDB5DDc38","James PLC","Sweden","1993","Food / Beverages","7587"
"DabF0F1F3087666","Arellano Group","Gibraltar","2009","Philanthropy","4939"
"302bC274C0db136","Marquez Ltd","Madagascar","1999","Fine Art","9368"
"D8ABa2eff955394","Blevins PLC","United States of America","1971","Alternative Dispute Resolution","694"
"EDDdE3e649EA9fe","Zuniga Inc","Saint Kitts and Nevis","1977","Commercial Real Estate","8535"
"Acbf9AA0a4beCE5","Stephenson-Morales","Georgia","2007","Civic / Social Organization","2155"
"2fCdB24BAcCbE8b","Rocha, Waters and Foster","Serbia","1984","Food Production","9407"
"3EA37bc203CDeA4","Hoover Group","Germany","1979","Education Management","3766"
"458ae072f9FC8ce","Walters, Summers and Pacheco","Wallis and Futuna","2000","Capital Markets / Hedge Fund / Private Equity","4167"
"a5bafb3EBdf03E2","Fleming Group","Bhutan","2021","E - Learning","5973"
"ff39A25be92F7D7","Waller-Schmitt","Slovakia (Slovak Republic)","2010","Ranching","1633"
"03a6D275032f417","Vance Ltd","Thailand","1986","Human Resources / HR","8834"
"5fe3D25e36DEAb7","Bass-Randall","Czech Republic","1997","Wholesale","2590"
"ea28592edDF2fEF","Mueller, Everett and Mcfarland","Holy See (Vatican City State)","2000","Security / Investigations","1029"
"8bEB63e3F68Be8d","Luna-Wright","Zambia","2016","Internet","7176"
"B83A73C8dcCfb26","Tapia, Morse and Bond","Lebanon","1979","Judiciary","7733"
"C7b51d473cEeAdF","Oconnell and Sons","Seychelles","1981","Recreational Facilities / Services","1672"
"dDcf66dfeD5cAe2","Reese-Barrett","Uzbekistan","2011","Textiles","2285"
"daf4D1F37ce0f83","Zavala LLC","Ukraine","2021","Consumer Services","5047"
"Ff7cE2da40F1B9F","Mcdonald and Sons","Trinidad and Tobago","1977","Non - Profit / Volunteering","2557"
"9Ecb0fce17acdEC","Walters, Moran and Mcneil","Niue","2018","Public Relations / PR","134"
"ADA040feEDf233c","Foster-Acevedo","Wallis and Futuna","2022","Capital Markets / Hedge Fund / Private Equity","8474"
"EC6eb006936EfEa","Velez Group","Guyana","1986","Plastics","5104"
"A3bFE8C5C2fF11f","Farmer Group","Costa Rica","2010","Civil Engineering","3420"
"A11905D64BD00BF","Stark-Yoder","Mongolia","2004","Computer Networking","8232"
"B7Ab020feDDA8a3","Waller and Sons","Iceland","2001","Individual / Family Services","2718"
"BADb2476D93CaEd","Ray-Nguyen","South Africa","2009","Aviation / Aerospace","4427"
"8A1c99DaEb23C14","Kennedy, Werner and Burnett","Azerbaijan","1990","Hospital / Health Care","2067"
"A442008bDFAEd39","Nelson-Mcintosh","Georgia","1982","Machinery","258"
"C3b6E5EbCe5607b","Crosby, Weaver and Bond","Iraq","2015","Marketing / Advertising / Sales","5856"
"d5eca77b6bCDFD2","Downs-Pena","Pakistan","1993","Hospital / Health Care","3724"
"456eF9f2Cc2efdF","Thompson-Zimmerman","South Georgia and the South Sandwich Islands","1993","Sports","3582"
"AfabcC29D240Faa","Lucas, Austin and Wilcox","Congo","1981","International Affairs","3853"
"B1A7a57AbEdBe6A","Holloway, Parks and Garza","Australia","2010","Construction","6074"
"80bd4Bf56a41b0C","Barber, Ferrell and Fernandez","Cayman Islands","1978","Consumer Services","1656"
"fB2aa76DCa06dFe","Swanson Ltd","Gibraltar","2019","Entertainment / Movie Production","4558"
"4BbCB9b7FFe2EC0","Quinn-Gamble","Lao People's Democratic Republic","1984","Higher Education / Acadamia","1523"
"29C022DA89cEBB9","Chandler, Nash and Arellano","Aruba","1987","Medical Equipment","5269"
"17Aac78f3afcBb3","Kim, Simmons and Howe","Falkland Islands (Malvinas)","1981","Environmental Services","832"
"75afd5af63F4fB4","Bradshaw, Velasquez and Melendez","Malaysia","1974","Professional Training","6164"
"eE31F5b7D88Bb4C","Moore and Sons","India","1983","Packaging / Containers","2187"
"5d8B25F029FBb7c","Beasley and Sons","Croatia","1972","Printing","9542"
"FE6AE201B7C19a2","Obrien-Cannon","Turkmenistan","2012","Architecture / Planning","3490"
"c22Ef67d4E9566C","Davila, Bowman and Oliver","Greece","1972","Other Industry","3154"
"EbCd5B2FCF68076","Lopez, Boone and Boone","Maldives","1992","Political Organization","4082"
"FDa254118847d4c","Galvan-Foster","Cape Verde","1985","Staffing / Recruiting","3261"
"8FABBc94EfeF44A","Dyer Ltd","Kiribati","2009","Judiciary","2915"
"6F1ae5889bCb741","Bender, Curry and David","Iran","1999","Airlines / Aviation","1284"
"6Acc090137526Fa","Oconnell-Wright","Tokelau","1977","Medical Equipment","1130"
"cE0D2C6ad5caFEF","Atkins-Jackson","Lesotho","2012","Political Organization","1768"
"ccd805dBbA4D103","Hooper and Sons","Mayotte","2019","International Trade / Development","4168"
"4134a74f6E0eE76","Macias-Davenport","Falkland Islands (Malvinas)","2001","Government Relations","7453"
"5EfCcefFCfDb0fb","Eaton LLC","Latvia","2015","Consumer Electronics","815"
"3BCEEb00bE1c640","Snyder, Bernard and Adams","Tanzania","1991","Publishing Industry","770"
"dDa65aDEBaA8FbE","Norton, Kennedy and Montoya","Andorra","2017","Real Estate / Mortgage","8288"
"14A900FCdD7C7cc","Campos, Larson and Solis","Sweden","2007","Civic / Social Organization","1394"
"d20eaebad2e79D1","Adams Group","Guinea","2015","Supermarkets","6064"
"60cbb93a99bEAb5","Holmes-Schwartz","Dominica","1972","Security / Investigations","8842"
"4A1175cB5fd7545","Barnett and Sons","Bhutan","1973","Telecommunications","3912"
"9AEe5282ef0d7af","Hester, Townsend and Moss","Greece","2007","Fishery","6871"
"5d7dC0b8b9c1B32","Ruiz, Chang and Mcclain","Saint Helena","1998","Furniture","964"
"aD71AC8f4DeCf4f","Cruz, Lawson and Mora","Saint Lucia","1977","Packaging / Containers","9865"
"dE4cb5dFff49b5F","Baird-Kelly","Cook Islands","1996","Human Resources / HR","1391"
"AcBA32d1B3b68c9","Jenkins, Harper and Simon","Djibouti","2008","Management Consulting","5181"
"9E5017C1bAe07a9","Austin LLC","Netherlands","2011","Restaurants","5840"
"e93c302250AD1Ab","Mcknight-Mclean","Fiji","1987","Newspapers / Journalism","1077"
"beb126fCC8b94aF","Ferguson Group","Tanzania","2001","Information Services","963"
"cbEf0b4f549AdB6","Cole-Stout","San Marino","2002","Program Development","6091"
"e4eff195BfB9aD2","Rogers, Duarte and Pennington","Bahamas","1970","Banking / Mortgage","2038"
"f43c1B0676BFC48","Morrison-West","Niger","1979","Import / Export","5938"
"Dc8b1f8bD0e52d8","Dean-Mora","Kiribati","2020","Consumer Goods","3547"
"FfD92A73E3A76d4","Carney-Morgan","New Zealand","1972","Mining / Metals","8049"
"4aC78DeFc920E4C","Lyons-Jacobs","Poland","2014","Shipbuilding","8034"
"bA24c52A77CFD2e","Reynolds, Erickson and Jackson","Mongolia","2013","Biotechnology / Greentech","468"
"7cC5eC4Ca5842D2","Frank, Berry and Harrell","Malta","2020","Computer Networking","5940"
"DC236E8f93ef0a8","Vaughn and Sons","Belize","2006","Entertainment / Movie Production","2808"
"3fBDFbefB3F3B35","Shannon, Zuniga and Savage","United States Minor Outlying Islands","2014","Furniture","9100"
"dFECbeE9aa98Ec4","Shaw-Hester","Jordan","1972","Logistics / Procurement","8513"
"6dDAbedAf6Efaed","Galvan-Hernandez","Swaziland","1986","Mechanical or Industrial Engineering","2727"
"0ce0e0ddE9BC915","Cole LLC","Albania","2000","Program Development","3870"
"914cC94bDb519b9","Mcgee-Mullen","Bahrain","2006","Legislative Office","3933"
"b23cFE6fDa49C18","Stuart and Sons","Guatemala","1998","Government Relations","4139"
"B4CAf716a622ABB","Campos, Murray and Bradford","Guinea","1981","Religious Institutions","8442"
"c03029dfCF3bc7a","Hahn, Moyer and Mercer","Afghanistan","2002","Law Practice / Law Firms","4251"
"86dc1eAEBe8BD4a","Bennett, Oneill and Salazar","Aruba","2013","Ranching","3665"
"dfD96cf6f3Ab034","Shields Inc","Jordan","2013","Legislative Office","2262"
"2D13DF0a2CBedDF","Perry, Benson and Kirby","Liberia","1993","Gambling / Casinos","9502"
"F49b05bEa6002Dc","Buckley-Sweeney","Djibouti","1978","Information Technology / IT","7059"
"8A1cFBe671ac7d4","Cuevas-Allison","Taiwan","1973","Commercial Real Estate","8154"
"7370ee7f9bDc355","Hanna, Hall and Pollard","French Guiana","2008","Food Production","5467"
"8faBEb37d779CA5","Acevedo Inc","Saint Helena","1992","Glass / Ceramics / Concrete","5932"
"c8995c32efB2BaD","Pierce-Whitaker","United States Virgin Islands","1970","Mental Health Care","1435"
"ebF84fFac73aB33","Aguilar, Pace and Garner","Kenya","2016","Oil / Energy / Solar / Greentech","6264"
"Cf9F07DBcC6AD35","Flores-Velasquez","Venezuela","1980","Computer Games","8332"
"7B48C2de0B856b2","Houston, Hammond and Potts","Denmark","2008","Professional Training","4341"
"6127304227b4ffB","Bridges Inc","Zimbabwe","2014","Human Resources / HR","7603"
"0eFBCB2b4eAE605","Chavez PLC","Palau","1992","Airlines / Aviation","3735"
"aA95bbB8e98Fac2","Friedman, Reed and Dawson","Portugal","1997","Program Development","9022"
"ceCcf6bB7B8Bfc0","Stanton, Mcgrath and Huff","Iceland","1984","Supermarkets","5420"
"A773326cEAEbDaC","Brooks-Park","Bahamas","1984","Mechanical or Industrial Engineering","6563"
"7A1367f23AbB7AF","Morse Inc","Bahamas","2003","Luxury Goods / Jewelry","6788"
"6AabA8A0484BE5D","Rivers Ltd","Argentina","2003","Design","9853"
"C075ebE84Be6061","Martin, Harding and Shea","United States Virgin Islands","2006","Fine Art","2743"
"ed79202023846A2","Acevedo-Sherman","Sierra Leone","1987","Transportation","2296"
"a6bfeb5D44e7103","Martinez-Arroyo","Gibraltar","1976","Cosmetics","4675"
"a4C21BA494CdDa0","Wheeler, Escobar and Gentry","Netherlands Antilles","1989","Publishing Industry","3738"
"D9abCeaF621Da8C","Krueger and Sons","Czech Republic","1981","Civic / Social Organization","7731"
"E4B6Cf7B1F8180f","Beard, Potter and Holland","Saint Barthelemy","1995","Computer Hardware","7884"
"AE86aad7f56BEe4","Dominguez Group","Holy See (Vatican City State)","1997","Motion Pictures / Film","6237"
"01f6eaBB5D6336D","Santana, Holloway and Molina","Wallis and Futuna","1985","Animation","1319"
"58B93dcE9c53AbB","Simon-Strong","Poland","1971","Philanthropy","8236"
"3Ea6B8Aaa57dBce","Crosby LLC","Barbados","1999","Graphic Design / Web Design","8696"
"fE372917DA08Ad4","Alvarez Group","Saint Martin","1973","Shipbuilding","5385"
"AB4FFd951Ec509A","Larson Ltd","Nicaragua","2005","Chemicals","9835"
"4d9B38a872EAdA2","Phelps-Molina","Togo","1997","Performing Arts","9651"
"81b7A6c768061f6","Mathews-Holloway","Denmark","2018","Gambling / Casinos","2067"
"e1828Dc0DC6A2D7","Small, Pace and Carrillo","Tajikistan","1985","Education Management","7182"
"fBF29409971aAF3","Alexander-Patel","Bangladesh","2016","Government Relations","2410"
"55151637CDEb3C1","Pennington Inc","Egypt","1998","Health / Fitness","5971"
"9FFA34a161D3b90","Mays and Sons","Bangladesh","2009","Airlines / Aviation","3972"
"5c64BCD60a7fab1","Ballard, Whitaker and Olson","Hong Kong","1979","Computer Networking","5660"
"39bD37485ca8320","Booth-Frazier","Madagascar","2016","Judiciary","8786"
"31BDb3edFbFFE14","Dodson LLC","Saint Pierre and Miquelon","1976","Farming","2547"
"aDDE8b3b2f58A81","Yoder-Houston","Burundi","2017","Machinery","1125"
"5D241abE0135D41","Trujillo Group","Liberia","1973","Defense / Space","5944"
"B7BDedB0E9653B7","Pittman-Mcintyre","Cote d'Ivoire","2009","Investment Management / Hedge Fund / Private Equity","6522"
"3E74d86BDC9AF6d","Chang, Alvarez and Crane","Guernsey","1978","Public Safety","5742"
"813fbb14e8d61FF","Peterson Ltd","Bhutan","2015","Automotive","4868"
"a9edd07bd89c449","Hanson Inc","Barbados","1982","Think Tanks","6470"
"Aba48DBfe5CbA9f","Peters, Pugh and Ashley","Grenada","1970","Sports","4027"
"1dAA3118E9ddfAb","Mckinney-Cameron","Hong Kong","1978","Consumer Electronics","1230"
"A85DA7e94bFCb1E","Wade, Wu and David","Switzerland","1971","Railroad Manufacture","9265"
"7610C6Cb314a977","Moore, Graham and Dillon","United States Virgin Islands","2007","Judiciary","9906"
"AB3ffdd0AFe0372","Bush-Escobar","Bahamas","1975","International Trade / Development","774"
"af61C0f0fBb6BC2","Roach PLC","Haiti","2009","Government Administration","6969"
"ccbD9deFEdE9DB7","West-Meyers","Sierra Leone","1984","Research Industry","7232"
"574E1CF12ee1c0E","Noble-Bright","Bosnia and Herzegovina","2002","Graphic Design / Web Design","1083"
"450294e2B39E71c","Small, Shelton and Monroe","Costa Rica","1999","Railroad Manufacture","3547"
"c2eCBcb7ef8cFB5","Robinson PLC","United Kingdom","1977","Civil Engineering","9939"
"1CfeD1e26291d34","Quinn and Sons","Somalia","1991","Luxury Goods / Jewelry","8053"
"Dc8495E4C289646","Pacheco, Mcmillan and Burgess","Greece","2002","Translation / Localization","9741"
"5f2fb248f5Cbbc3","Wade-Becker","Congo","1985","Program Development","8582"
"8Cf4e720370Fa6E","Madden, Espinoza and Acosta","Aruba","2005","Luxury Goods / Jewelry","8591"
"ECabedFa8C01Fd0","Baxter-Koch","Japan","1990","Farming","5586"
"ffe52aDd2866F72","Friedman-Callahan","Germany","1975","Market Research","9100"
"a7BdcD044cBB439","Mueller, Good and Mahoney","Turks and Caicos Islands","1972","International Trade / Development","8099"
"De9D78b5e2f74D9","Johnson-Hoffman","Bhutan","1973","Mining / Metals","5459"
"E9CF8baCA2d0aEC","Collins and Sons","United States of America","2000","Marketing / Advertising / Sales","7012"
"2addfc9958aC752","Walters Ltd","Cook Islands","1971","Writing / Editing","2218"
"2cF2eA39d0EFD87","Beltran-Clark","Canada","1982","Architecture / Planning","9290"
"2FDda64bd4f3f2a","Hunt, Villanueva and Bates","Sao Tome and Principe","1985","Events Services","1026"
"1eb3Caf61d04efB","Butler-Wolfe","Dominica","1981","Online Publishing","4884"
"bDad3E4ca63DFc3","Hooper, House and Yu","Cameroon","1983","Maritime","5632"
"aCFCDf3ec63b0a7","Ramos-Cain","Togo","1981","Information Technology / IT","7372"
"756aFe09bfa36fD","Hines, Floyd and Hanna","United Kingdom","1983","Computer Games","2853"
"Ab7F7fAec92448a","Hendricks, Murillo and Allison","Pitcairn Islands","2015","Food Production","899"
"3e4Fad4dF23c203","Lin-Vaughan","Costa Rica","2020","Military Industry","4053"
"4F871FcdfAbcCd6","Foster-Powell","Turkey","2020","Business Supplies / Equipment","9995"
"4Edc654f88069f5","Key, Mccarthy and Harrison","Saint Helena","2020","Wholesale","1453"
"FaBadE0C44BBfDC","Murphy-Terrell","Marshall Islands","2010","International Affairs","8765"
"Bc856d3cCaB1dE1","Ruiz Group","Bouvet Island (Bouvetoya)","2014","Nanotechnology","6234"
"feC8e482B9F2c0F","Torres, Hammond and Nash","Italy","1999","Restaurants","3146"
"dAaa7be5E2EE15a","Mcintyre-Mathis","Panama","2021","Furniture","230"
"CEE1d8E7BEED3F2","Bush-Foley","United States Minor Outlying Islands","1976","Computer Games","7023"
"45235Bffab6763E","Barrett-Patrick","Samoa","1989","Other Industry","6597"
"b5713c63dfafDFC","Zamora-Cisneros","Cayman Islands","1995","Military Industry","3947"
"798750de5E965e6","Benson LLC","Tonga","1997","Retail Industry","3998"
"edea00f85BC4cE5","Ramos Inc","Morocco","1993","Philanthropy","4129"
"Bb58965DD832aDc","Dalton-Harper","Northern Mariana Islands","1970","Museums / Institutions","2257"
"EeAAB7aC92bb86b","Mcguire-Craig","Saudi Arabia","1995","Information Services","3076"
"62BF52FEc163d2A","Murillo Inc","American Samoa","1989","Computer Games","5226"
"2Ad697Fc5F26CAb","Hood Ltd","Madagascar","2002","International Trade / Development","9503"
"C4Cd8efbd7a1aD8","Ayers-Richards","Pitcairn Islands","1979","Media Production","3322"
"6e7960A6eAc4790","Chen-Tanner","India","1978","Consumer Goods","3379"
"70c1AcB0015e9CD","Pope, Manning and Hurst","Mauritania","1999","International Affairs","4853"
"30F09f0528F3B60","Faulkner, Bailey and Mcknight","Brazil","1988","Biotechnology / Greentech","6088"
"871C793A2CEBCaf","Whitney-Butler","New Zealand","1985","Translation / Localization","340"
"4d48df64DAa4bB5","Gay-Santos","Comoros","2016","Warehousing","6821"
"fA3F3F864ffAAaf","Hebert PLC","Switzerland","2014","Information Services","8674"
"dDD956DFCDAdfa8","Spears-Dougherty","Egypt","2009","Museums / Institutions","8068"
"1CabB2A93f1Abc7","Howe and Sons","Dominica","1987","Telecommunications","8307"
"dA6bBbB7DDd69c4","Warren, Hayes and Lowe","Cocos (Keeling) Islands","1983","Religious Institutions","7560"
"32960CEbc63Ba7d","Holt and Sons","Egypt","1992","Think Tanks","6089"
"fA360D3ffB3B2e7","Johns Inc","Maldives","2015","Internet","2140"
"2DdEcdBFAbf592F","Alexander-Walton","French Guiana","1993","Non - Profit / Volunteering","888"
"e7aC4aAE0c7Bc4F","Avila Inc","Japan","2004","Commercial Real Estate","7685"
"4Ed8781DCcF7af1","Randolph, Carney and Ponce","Yemen","2012","Wireless","730"
"4fC7255A5124D2a","Randall-Brewer","Cayman Islands","1986","Business Supplies / Equipment","7704"
"abD97D365931fe8","Mcmahon, Keller and Gill","Moldova","1998","Computer Games","2048"
"b12cAd377585fF8","Hodge PLC","Hong Kong","2011","Computer / Network Security","4982"
"8a0d17f9bb6e597","Randall-Gill","Western Sahara","1976","Computer Software / Engineering","3288"
"4dfAEe4A1C9bcfC","Moses, Anthony and Hicks","Saint Lucia","2014","Political Organization","5184"
"F1D2dB8d0025e0C","Daniel, Brady and Stafford","Gibraltar","1992","Leisure / Travel","714"
"c4B639e601833Cf","Robertson Group","Cote d'Ivoire","1972","Utilities","9373"
"92aFFBcAcb742EB","Bailey-Hunt","United States Virgin Islands","1980","Publishing Industry","706"
"59Be3bfEF11beb8","Lowe Inc","Namibia","2003","Motion Pictures / Film","6044"
"AaA2fc93cD9EBdb","Giles-Barry","Netherlands","2018","Mining / Metals","762"
